region_code,region_name,sido,type,issuer,rank,quadrant,N,R,A,E,resource,NEAR_A,R_KCCI,R3_integratedCare,E3,E3b,IC_total,IC_per10k,IC_special
36530,구례군,전남,군,True,179,IV,52.04477495523872,18.063352093825845,39.17314806542449,52.849133046054185,33.09273612336253,51.86587115021929,19.460037520985026,16.666666666666664,78.25609374523432,60.0,41,17.83,5
32560,철원군,강원,군,True,149,IV,48.0909328247707,25.66669579527519,40.06600520828163,38.58055470080509,33.2149533455596,54.36039365069718,25.73815349531229,25.59523809523809,64.12766270833549,55.0,56,13.66,18
32580,양구군,강원,군,True,154,IV,47.4274641518806,24.193574190285872,40.06600520828163,38.57939001648944,32.55175745223549,54.095278961107134,25.172862666286026,23.214285714285715,64.12067460244157,55.0,52,24.76,14
32550,정선군,강원,군,True,145,IV,48.00551878235702,25.782598266648073,40.06600520828163,38.72047340239025,33.302089133073686,54.49877786365947,22.398529866629477,29.166666666666668,64.96717491784645,55.0,62,17.71,15
32600,고성군,강원,군,True,152,IV,47.68456904722683,25.547053163817907,40.06600520828163,37.18525113935302,32.812288271040806,54.20154684270471,24.903630137159617,26.190476190476197,55.75584133962309,55.0,57,21.11,14
32540,평창군,강원,군,True,153,IV,48.20481821465561,25.52022848954879,40.06600520828163,38.18135561512401,33.049243286562444,54.12635235776908,22.469028407669008,28.57142857142857,61.73246819424901,55.0,61,15.64,13
38070,김해시,경남,시,True,157,IV,49.640068965444506,24.800908020702845,49.634816403109085,29.985101816684335,33.54712898442009,53.76308760515339,26.98276842235807,22.61904761904762,23.742880966764737,25.0,51,0.94,1
35010,전주시,전북,시,True,162,I,53.92159233036409,28.534315382027103,38.74296435272045,45.32928416551338,35.795652269106675,53.44269687088822,20.759106954530395,36.30952380952381,69.46428801504973,60.0,74,1.17,30
36550,고흥군,전남,군,True,186,IV,54.64860909669818,19.607140382766048,39.17314806542449,52.27235094335359,33.64324532771047,50.85407986969156,24.333328384579715,14.88095238095238,74.79540112903072,60.0,38,6.33,6
21110,금정구,부산,구,False,180,IV,52.47839447637263,20.7417047413488,49.11417850442241,37.136634494308936,33.35217930851092,51.865142622687344,23.626266625554745,17.857142857142858,29.963555106345204,30.0,43,2.0,0
34030,보령시,충남,시,True,175,IV,47.96847532224607,22.0085189909268,39.69110158134548,37.46387361578411,31.17713242426673,52.39604723091909,28.54084750566312,15.476190476190476,53.13303842604044,45.0,39,4.06,7
38100,양산시,경남,시,True,166,IV,47.68782395930303,22.641642835856103,49.0250603055481,27.572446224003347,31.789368923800513,53.1766745482187,26.235666624093163,19.047619047619047,25.795627677598475,25.0,45,1.27,14
32610,양양군,강원,군,True,170,IV,47.831239625108914,21.67764165603534,40.06600520828163,38.01080053823794,31.277440442259874,52.57869666719452,23.712426169213536,19.642857142857142,60.70913773293257,55.0,46,16.43,10
